gene,gene_name,TATA,class,tail-dependence,expression,Spt7,Taf13,Med15
YMR037C,MSN2,,CR,tail-independent,33.0125537,-1.491087116,-1.737653121,-0.145247364
YOR247W,SRL1,TATA-less,CR,tail-dependent,32.84505239,-1.713636794,-0.133999427,-0.880189807
YJL012C,VTC4,TATA-less,CR,tail-dependent,32.78974814,-2.653532776,-1.694596099,-0.419173998
YLR432W,IMD3,TATA-containing,CR,tail-independent,32.73583495,-1.900697128,-2.28951123,0.073291869
YMR173W,DDR48,TATA-less,CR,tail-dependent,32.70653795,-4.83106637,-0.3049416,0.022074453
YHR190W,ERG9,TATA-containing,CR,tail-independent,32.56302653,-0.792880749,-1.266049571,-0.170436296
YBL030C,PET9,TATA-containing,CR,tail-independent,32.54935666,-0.793708871,-1.142496254,-0.039370385
YMR015C,ERG5,TATA-containing,CR,tail-dependent,32.50817133,-1.964104379,-1.17442959,-0.632655704
YGR204W,ADE3,TATA-containing,CR,tail-independent,32.31094903,-1.451655917,-1.277261422,-0.378382015
YCL064C,CHA1,TATA-containing,CR,tail-independent,32.11738197,-3.537129128,-0.872456287,-0.666151477
YJL138C,TIF2,TATA-containing,CR,tail-independent,31.99187,-1.274946965,-1.218959982,0.060932248
YGL114W,YGL114W,TATA-less,CR,tail-independent,31.83779062,-1.926757506,-0.81820551,0.51751483
YJL167W,ERG20,TATA-containing,CR,tail-independent,31.72012366,-1.181730221,-1.652872389,-0.183099433
YNL037C,IDH1,TATA-containing,CR,tail-dependent,31.53382051,-4.623840253,0.146090563,-1.573945217
YOR184W,SER1,,CR,tail-independent,31.37674995,-1.179383269,-1.201589395,0.103334129
YGR065C,VHT1,TATA-containing,CR,tail-independent,31.28384606,-1.773569981,-1.186540399,0.61484396
YDR309C,GIC2,TATA-containing,CR,tail-independent,31.27792258,-1.34013602,-1.1326642,-0.214853204
YBR071W,YBR071W,TATA-less,CR,tail-dependent,31.16370596,-2.81891536,-0.519010505,-0.676052334
YDL066W,IDP1,TATA-less,CR,tail-independent,30.9888249,-0.321580522,-0.71712917,0.524810028
YPL158C,AIM44,TATA-containing,CR,tail-dependent,30.86943498,-2.50651448,-0.415930402,-0.532423943
YPR028W,YOP1,TATA-less,CR,tail-independent,30.82507784,-1.814190881,-1.734536369,0.062316757
YDR074W,TPS2,TATA-less,CR,tail-dependent,30.78834033,-1.661442114,-1.419724801,-0.331147239
YKR066C,CCP1,TATA-less,CR,tail-independent,30.67704955,-1.717944752,0.102261881,0.767448937
YIR017C,MET28,TATA-less,CR,tail-independent,30.64982996,-1.179361455,0.351588058,0.247422659
YLR399C,BDF1,TATA-less,CR,tail-dependent,30.32846568,-2.220394067,-0.203334943,-0.765405091
YMR195W,ICY1,TATA-containing,CR,tail-dependent,30.23981145,-1.385315017,0.022538272,-1.205715207
YMR266W,RSN1,TATA-containing,CR,tail-independent,30.19512442,-3.089556047,-1.031482448,-0.045546953
YGR281W,YOR1,,CR,tail-dependent,30.06383805,-2.354966697,-1.199986658,-0.422267983
YLR452C,SST2,TATA-less,CR,tail-independent,29.96933582,-1.875748112,-0.410525765,-0.143228512
YJL158C,CIS3,TATA-containing,CR,tail-dependent,29.96755413,-3.546573069,-1.237557546,-0.695873685
YDR069C,DOA4,TATA-less,CR,tail-independent,29.94479117,-1.493603655,-1.272684061,0.079285633
YML008C,ERG6,TATA-less,CR,tail-dependent,29.72020117,-2.398520452,-2.40821862,-0.58702684
YDL205C,HEM3,TATA-less,CR,tail-independent,29.33061168,-1.616634519,-0.673452644,0.16997278
YJR073C,OPI3,,CR,tail-dependent,29.1069698,-4.112122443,-1.949391728,-0.550607874
YOR047C,STD1,TATA-less,CR,tail-independent,29.04870303,-1.686078648,-1.140580368,-0.091500967
YGR189C,CRH1,TATA-containing,CR,tail-dependent,28.98157111,-2.027826421,-1.143238734,-0.779012042
YKL086W,SRX1,TATA-containing,CR,tail-independent,28.91877558,-2.720344413,0.406171722,1.945864724
YER042W,MXR1,TATA-containing,CR,tail-independent,28.71568299,-1.271382518,-0.625201315,-0.042435266
YGL117W,YGL117W,TATA-containing,CR,tail-independent,28.57275893,-1.212189913,-1.001592286,0.495953086
YNL055C,POR1,TATA-less,CR,tail-dependent,28.49685163,-0.824730628,-1.476830907,-0.376989197
YLR225C,YLR225C,TATA-containing,CR,tail-independent,28.42426368,-0.79755183,-0.731524276,0.003147471
YHL047C,ARN2,TATA-less,CR,tail-dependent,28.26790688,-3.43011137,-1.810230869,-0.874983497
YML048W,GSF2,TATA-containing,CR,tail-independent,28.24254538,-1.286749862,-1.217524368,-0.138027189
YDL022W,GPD1,TATA-containing,CR,tail-dependent,28.06317071,-5.243281455,-1.188885433,-1.363312466
YMR031C,EIS1,TATA-less,CR,tail-independent,27.89483522,-1.961272979,-1.961823746,-0.172164319
YHL040C,ARN1,TATA-less,CR,tail-independent,27.86762519,-2.963965348,-0.210191493,-0.883431857
YNR001C,CIT1,TATA-containing,CR,tail-independent,27.70994564,-1.693316046,-0.230964186,-0.160129425
YMR043W,MCM1,TATA-less,CR,tail-independent,27.65268702,-2.435545539,-1.43483586,0.080355735
YLR168C,UPS2,,CR,tail-dependent,27.62513687,-2.157755313,-0.260680478,-0.370565555
YOR028C,CIN5,,CR,tail-independent,27.45648274,-2.631478648,-0.196979163,0.317952974
YER138W-A,YER138W-A,,CR,tail-dependent,27.45260648,-0.290538153,-0.739922042,-1
YGR180C,RNR4,TATA-containing,CR,tail-independent,27.15978222,-2.177193717,-1.861726931,-0.093235766
YLR256W,HAP1,TATA-containing,CR,tail-dependent,27.13333674,-1.98325929,-1.345161377,-0.85229581
YBR048W,RPS11B,TATA-less,CR,tail-independent,27.12002838,-1.603462221,-1.850302186,0.196562068
YHL036W,MUP3,TATA-less,CR,tail-independent,27.09287673,-0.840359728,-0.082679601,-0.064637466
YNL176C,TDA7,TATA-less,CR,tail-independent,27.00080096,-2.366117443,-1.590997799,0.080516587
YLR153C,ACS2,TATA-containing,CR,tail-dependent,26.68202502,-1.634052515,-1.683011364,-0.548055239
YJL026W,RNR2,TATA-containing,CR,tail-dependent,26.44047313,-1.447759294,-1.885561025,-0.307709541
YMR090W,YMR090W,,CR,tail-independent,26.40693103,-2.303907255,-0.266204459,0.128324097
YBR069C,TAT1,TATA-containing,CR,tail-independent,26.32512918,-4.613804338,-1.294148117,-0.162690421
YLR034C,SMF3,TATA-less,CR,tail-dependent,26.24242454,-1.437939197,-1.072061516,-0.55952633
YJR004C,SAG1,,CR,tail-dependent,26.05428787,-3.168408876,-2.46542444,-0.661402843
YLL039C,UBI4,TATA-containing,CR,tail-independent,25.99444091,-1.526066123,-0.714015161,-0.128152389
YLL027W,ISA1,TATA-less,CR,tail-independent,25.92122086,-1.289977681,-0.116545345,-0.039741988
YBR046C,ZTA1,TATA-less,CR,tail-independent,25.8639669,-1.497555536,-1.419671402,0.548815877
YLR027C,AAT2,TATA-containing,CR,tail-independent,25.47323909,-1.632867346,-0.810462382,-0.362657595
YJL144W,YJL144W,TATA-containing,CR,tail-independent,25.3788225,-2.571046521,-2.157115038,0.290485047
YNL169C,PSD1,TATA-containing,CR,tail-dependent,25.28610243,-2.805343846,-1.576016363,-0.596942353
YPR113W,PIS1,TATA-containing,CR,tail-independent,25.05499517,-1.539185413,-1.778434237,0.200361727
YJL171C,YJL171C,TATA-less,CR,tail-independent,24.48161595,-1.285512712,-0.837546096,0.159259218
YHR199C,AIM46,TATA-less,CR,tail-independent,24.32255811,-1.60935276,-0.702849408,0.15089598
YGR040W,KSS1,,CR,tail-independent,24.2171073,-1.921116661,-1.814439072,0.12172407
YLR056W,ERG3,TATA-less,CR,tail-dependent,24.09533404,-2.07777348,-1.280225029,-0.89403938
YJR016C,ILV3,TATA-less,CR,tail-independent,24.09331401,-1.604156382,-1.29090822,0.131575033
YJL212C,OPT1,TATA-containing,CR,tail-independent,24.07382095,-2.597275508,-1.044614853,1.049210918
YDR055W,PST1,TATA-containing,CR,tail-dependent,23.80974866,-2.915420557,-0.06033426,-1.006479374
YOR222W,ODC2,TATA-less,CR,tail-independent,23.56862895,-1.926380314,-1.710228627,0.136570646
YGR060W,ERG25,TATA-less,CR,tail-dependent,23.5575688,-0.833796416,-1.624930801,-1.039968064
YOR107W,RGS2,TATA-containing,CR,tail-independent,23.55438804,-2.387831181,-0.097528795,-0.396987956
YBR088C,POL30,TATA-containing,CR,tail-independent,23.45859136,-1.787240522,-1.107640165,-0.086873985
YGL184C,STR3,,CR,tail-independent,23.29836429,-1.564405533,0.327639379,-0.060464641
YHR104W,GRE3,TATA-containing,CR,tail-independent,23.29237803,-1.818079933,-1.85417094,-0.076026169
YKL101W,HSL1,TATA-less,CR,tail-dependent,23.14095641,-1.856230718,-1.614683006,-0.324474235
YOL126C,MDH2,TATA-containing,CR,tail-dependent,23.12895405,-2.21795487,-0.947879304,-1.079515745
YBR256C,RIB5,TATA-containing,CR,tail-independent,23.10642454,-0.667628455,-1.393245493,0.503167069
YOL119C,MCH4,TATA-less,CR,tail-independent,23.03352111,-0.521980536,-0.64198633,0.515630941
YMR319C,FET4,TATA-containing,CR,tail-independent,23.03132427,-2.969921907,-2.523083205,-0.209285406
YBR249C,ARO4,TATA-less,CR,tail-independent,22.97625167,-1.120492714,-1.671595258,0.445385315
YNR067C,DSE4,TATA-containing,CR,tail-dependent,22.96701234,-3.477333375,-0.758777132,-1.635797536
YJR003C,YJR003C,TATA-less,CR,tail-independent,22.84990342,-1.129446958,-1.695589468,0.188253382
YNL192W,CHS1,TATA-containing,CR,tail-dependent,22.83266394,-1.935429921,-0.965366808,-0.33005243
YNL135C,FPR1,TATA-less,CR,tail-independent,22.67481962,-0.383221424,1.399222715,0.041117586
YNL130C,CPT1,TATA-less,CR,tail-independent,22.66368798,-2.185226871,-0.514430126,-0.113970307
YKL185W,ASH1,TATA-containing,CR,tail-dependent,22.51867616,-2.42131427,-0.083754654,-0.911172614
YKL044W,YKL044W,,CR,tail-dependent,22.50794635,-3.042288797,-0.286212674,-0.920125634
YNR019W,ARE2,TATA-less,CR,tail-dependent,22.45467339,-3.230744237,-0.946125096,-0.62032707
YBL064C,PRX1,TATA-containing,CR,tail-independent,22.45242869,-2.1825589,-0.026718616,0.970378693
YOR227W,HER1,TATA-less,CR,tail-independent,22.40616595,0.060361777,-0.705597756,-0.059946874
YDR210W,YDR210W,TATA-containing,CR,tail-independent,22.31590843,-1.841318374,-2.055245169,0.062222515
YCL030C,HIS4,TATA-containing,CR,tail-independent,22.2324358,-1.059733677,-0.538938672,0.139629071
YOR375C,GDH1,TATA-containing,CR,tail-independent,22.13059562,0.306106325,-0.381147866,0.093915554
YOR142W,LSC1,TATA-containing,CR,tail-independent,22.06403492,-0.883204691,-1.283967733,-0.119246726
YBR126C,TPS1,TATA-containing,CR,tail-dependent,22.04941861,-1.002457257,-0.74054831,-0.475966335
YMR291W,TDA1,TATA-less,CR,tail-dependent,22.03951034,-1.973575334,-0.646561103,-0.778295279
YIL056W,VHR1,TATA-containing,CR,tail-independent,21.87193158,-1.464690187,-0.048478191,-0.164154652
YDL198C,GGC1,TATA-less,CR,tail-independent,21.76062725,-1.324796378,-1.500815349,0.451896677
YBR054W,YRO2,TATA-containing,CR,tail-dependent,21.75560774,-6.685661015,-1.387510579,-0.469021021
YGL038C,OCH1,TATA-less,CR,tail-independent,21.6622602,-1.595423141,-1.685616783,0.163723212
YKR061W,KTR2,TATA-containing,CR,tail-independent,21.60607047,-2.573684521,-0.502380482,0.307943865
YKR093W,PTR2,TATA-containing,CR,tail-independent,21.49619036,-0.00898457,1.442619345,0.619791168
YNL239W,LAP3,TATA-less,CR,tail-independent,21.44148095,-1.355915113,-1.208307353,0.286894703
YLR113W,HOG1,TATA-less,CR,tail-independent,21.37044815,-1.814859698,-2.179471871,0.185594166
YDL003W,MCD1,TATA-containing,CR,tail-dependent,21.25055557,-2.458561533,-0.836821283,-0.653497721
YJL196C,ELO1,TATA-containing,CR,tail-dependent,21.13890004,-1.756883412,-1.517789411,-0.161935752
YLR084C,RAX2,TATA-less,CR,tail-independent,21.0957985,-1.541826299,-1.567819439,-0.087340641
YHR049W,FSH1,TATA-containing,CR,tail-independent,21.07396556,-3.192197976,-1.601539545,-0.252712049
YBR149W,ARA1,TATA-containing,CR,tail-independent,21.00262496,-0.942571975,-1.368000686,-0.216160256
YMR305C,SCW10,TATA-less,CR,tail-dependent,20.77291112,-1.603400884,-1.104513935,-0.521143803
YJL082W,IML2,TATA-containing,CR,tail-dependent,20.71291262,-2.604846979,-1.154624662,-0.286588029
YEL007W,MIT1,TATA-less,CR,tail-dependent,20.64250172,-1.542350798,-0.068169606,-0.667620358
YOR315W,SFG1,TATA-less,CR,tail-dependent,20.59343834,-2.651189086,-1.412020009,-1.235436327
YAL040C,CLN3,TATA-less,CR,tail-dependent,20.38525027,-0.964404189,-0.412677826,-0.544739019
YIL116W,HIS5,TATA-containing,CR,tail-independent,20.32973051,-0.097987111,-0.917850959,0.274939977
YNL300W,TOS6,TATA-containing,CR,tail-dependent,20.1608107,-2.674162431,-0.502951192,-1.236999015
YGR250C,YGR250C,TATA-containing,CR,tail-independent,19.84136648,-0.859611504,-1.449527132,-0.069842127
YPR119W,CLB2,TATA-less,CR,tail-dependent,19.8113906,-2.045011129,-1.477805678,-0.520784047
YLR079W,SIC1,TATA-containing,CR,tail-independent,19.75855124,-1.668261521,-1.124231901,-0.270775701
YKL109W,HAP4,TATA-containing,CR,tail-independent,19.58032786,-2.09240184,0.683254424,-0.167867829
YDL037C,BSC1,TATA-less,CR,tail-dependent,19.44883793,-5.667239003,-1.000518254,-1.411589764
YMR272C,SCS7,TATA-less,CR,tail-independent,19.36983709,-1.653278118,-2.008511284,0.052557166
YNL301C,RPL18B,TATA-less,CR,tail-independent,19.22497687,-1.411863044,-0.91715982,0.216692979
YGL055W,OLE1,TATA-containing,CR,tail-dependent,19.15141905,-1.333740042,-2.021132917,-0.717978972
YDR001C,NTH1,TATA-containing,CR,tail-dependent,19.14996546,-1.465676823,-0.370310014,-0.349785223
YOL030W,GAS5,TATA-containing,CR,tail-independent,19.10554245,-1.078813111,-1.224502383,-0.033824878
YBL033C,RIB1,TATA-containing,CR,tail-independent,19.01323796,-1.943052579,-1.010803098,-0.010780981
YNR074C,AIF1,TATA-less,CR,tail-independent,18.96838263,-1.530315624,-1.358408514,0.414873547
YOL158C,ENB1,TATA-less,CR,tail-dependent,18.91594226,-2.207441774,-2.052732243,-0.679019108
YGR008C,STF2,,CR,tail-dependent,18.8597342,-0.893028252,-0.948994572,-0.24771646
YER035W,EDC2,TATA-containing,CR,tail-independent,18.62879163,-2.84408679,-1.033866097,-0.350763733
YPL057C,SUR1,TATA-containing,CR,tail-dependent,18.44892446,-2.649226194,-0.680128042,-0.398403282
YPR069C,SPE3,TATA-containing,CR,tail-independent,18.18176264,-2.356791713,-2.119472707,0.279637371
YLR414C,PUN1,TATA-containing,CR,tail-independent,18.15597256,-2.26003622,-1.448573435,-0.130761048
YOR273C,TPO4,TATA-containing,CR,tail-dependent,18.07691735,-4.172494957,-0.412887125,-0.798002156
YKL008C,LAC1,TATA-less,CR,tail-dependent,17.90467168,-1.863061001,-2.409748724,-0.47833652
YPL163C,SVS1,TATA-less,CR,tail-dependent,17.89895027,-2.648100516,-0.816966934,-0.564300192
YCR065W,HCM1,TATA-less,CR,tail-dependent,17.66456273,-1.538167899,-1.083310425,-0.678204555
YMR145C,NDE1,TATA-containing,CR,tail-dependent,17.63718304,-2.162962454,-0.013584821,-0.170026948
YML100W,TSL1,TATA-containing,CR,tail-dependent,17.636797,-2.199843103,-0.362849259,-0.976595285
YGL125W,MET13,,CR,tail-dependent,17.50655577,-0.626509597,-0.086170475,-0.514452633
YLR327C,TMA10,,CR,tail-dependent,17.45488242,-0.642463322,-1.868079676,-0.577308928
YGR136W,LSB1,TATA-containing,CR,tail-independent,17.31957449,-1.795364799,-1.725597899,0.132515082
YOR230W,WTM1,TATA-less,CR,tail-independent,17.28280377,-2.219953198,-1.923508795,-0.244217617
YHL035C,VMR1,,CR,tail-dependent,17.03581994,-2.402983092,-1.188661826,-0.469981568
YPL256C,CLN2,TATA-containing,CR,tail-dependent,16.90826346,-2.274771214,-0.56754201,-0.799660304
YPR045C,THP3,TATA-less,CR,tail-independent,16.896508,-1.141934419,-1.290354673,0.10433666
YGR014W,MSB2,TATA-containing,CR,tail-dependent,16.86509489,-2.413082393,-0.866688475,-0.447529758
YIL117C,PRM5,TATA-less,CR,tail-independent,16.83864904,-1.446115511,-1.10511205,0.391403843
YLR342W-A,YLR342W-A,,CR,tail-dependent,16.76913737,-2.053753482,-1.295729837,-0.107599
YOL007C,CSI2,TATA-less,CR,tail-independent,16.69618864,-2.27668316,-1.156933759,-0.186988712
YKL085W,MDH1,TATA-containing,CR,tail-independent,16.67621382,-1.147701007,-1.351482698,-0.003950643
YJL157C,FAR1,,CR,tail-independent,16.44868158,-2.542493601,-1.060761617,-0.294520281
YOR374W,ALD4,TATA-containing,CR,tail-dependent,16.41702443,-1.740163062,-0.766444254,-1.117581998
YKL051W,SFK1,TATA-less,CR,tail-independent,16.39082059,-2.977934706,-0.171996662,0.38332864
YDR072C,IPT1,TATA-less,CR,tail-independent,16.38049306,-2.579873945,-1.004047288,-0.209743432
YOR152C,YOR152C,,CR,tail-independent,16.34573338,-2.121578992,-2.047152181,-0.031542469
YDL117W,CYK3,TATA-less,CR,tail-independent,16.31870263,-1.499732765,-1.05479846,-0.004931593
YDL170W,UGA3,TATA-less,CR,tail-independent,15.90145314,-0.389547096,-1.006433383,0.456109885
YDR399W,HPT1,TATA-less,CR,tail-independent,15.82526524,-1.67925453,-1.440039505,0.096979445
YNL289W,PCL1,TATA-containing,CR,tail-dependent,15.50048485,-3.209153272,0.152433513,-0.911596417
YJR059W,PTK2,TATA-containing,CR,tail-independent,15.47094192,-1.364304231,-1.417448597,-0.24813706
YOL123W,HRP1,,CR,tail-independent,15.39509631,-1.832206404,0.175493133,0.041632088
YHR216W,IMD2,TATA-containing,CR,tail-independent,15.34931357,-2.933962635,-2.811156488,0.249871278
YDR492W,IZH1,TATA-containing,CR,tail-independent,15.34571657,-1.214870299,-2.088243811,-0.26540911
YDR043C,NRG1,TATA-containing,CR,tail-independent,15.33790217,-1.467600399,0.306976123,0.070480641
YPL221W,FLC1,TATA-less,CR,tail-dependent,15.33092825,-2.030259097,-1.566646839,-0.599919485
YDR528W,HLR1,TATA-containing,CR,tail-independent,15.32516623,-0.436755212,-0.936729276,-0.268722176
YMR102C,YMR102C,,CR,tail-independent,15.06906891,-1.561396531,-1.191764068,0.116594534
YOL116W,MSN1,TATA-less,CR,tail-independent,15.02363572,-1.378611391,-1.502381105,0.009640497
YIL108W,YIL108W,TATA-containing,CR,tail-independent,15.01269509,-1.240197516,-0.689349426,-0.021040907
YPL058C,PDR12,TATA-less,CR,tail-independent,14.8994535,-0.98647729,0.344412002,1.319224899
YLR258W,GSY2,TATA-containing,CR,tail-dependent,14.65808864,-1.317725228,-0.500809843,-0.650100313
YMR226C,YMR226C,TATA-containing,CR,tail-independent,14.49102533,-0.940447271,-1.137618281,0.068216752
YDL110C,TMA17,TATA-containing,CR,tail-independent,14.47577288,-1.686063098,-1.248023726,-0.144764547
YMR070W,MOT3,TATA-less,CR,tail-independent,14.37787892,-1.263206331,-0.645626072,-0.115596671
YER069W,"ARG5,6",TATA-less,CR,tail-dependent,14.35899226,-0.959153214,-0.173062025,-0.776347479
YBR145W,ADH5,TATA-containing,CR,tail-independent,14.2470311,-0.87947082,-1.50325067,0.229373913
YOR081C,TGL5,,CR,tail-independent,14.19010836,-1.672640675,-1.259612333,-0.002568788
YPL075W,GCR1,TATA-less,CR,tail-dependent,14.17088104,-1.454017584,-0.093121427,-1.1980002
YOR264W,DSE3,TATA-less,CR,tail-dependent,14.14961989,-2.310447002,-0.681758775,-0.659126644
YDR275W,BSC2,,CR,tail-independent,14.08082482,-1.566620918,-1.525736765,0.304043099
YIL123W,SIM1,TATA-less,CR,tail-dependent,14.07312953,-2.689770209,-1.612528693,-0.339091742
YPL082C,MOT1,TATA-containing,CR,tail-dependent,14.04028639,-2.273722334,-0.697836868,-0.345607525
YBR218C,PYC2,TATA-less,CR,tail-independent,14.02181183,-1.232425024,-1.500717756,0.193788811
YER159C,BUR6,TATA-less,CR,tail-independent,14.00679914,-0.406162926,-0.876841623,0.222547398
YHR084W,STE12,TATA-less,CR,tail-independent,13.99857585,-1.596864875,-1.368480034,-0.056830435
YEL060C,PRB1,TATA-containing,CR,tail-dependent,13.97813355,-2.090894869,-0.589558393,-0.428575326
YML052W,SUR7,TATA-less,CR,tail-independent,13.95653294,-1.785466973,-1.383826518,-0.26541655
YDL227C,HO,TATA-less,CR,tail-dependent,13.95037796,-1.497792597,-1.427910541,-1.162625776
YBR132C,AGP2,TATA-containing,CR,tail-independent,13.87064689,-1.225572242,-0.936359696,-0.177055162
YLR130C,ZRT2,TATA-less,CR,tail-dependent,13.75340173,-2.297993844,-1.271110039,-0.977942655
YHR007C-A,YHR007C-A,TATA-less,CR,tail-independent,13.49632365,-2.701966702,0.252938059,0.633872101
YER130C,COM2,TATA-containing,CR,tail-dependent,13.48475325,-1.989835408,-0.567301034,-0.490175142
YGL224C,SDT1,TATA-containing,CR,tail-independent,13.42105732,-1.251024912,-0.937286677,0.056869171
YMR199W,CLN1,TATA-containing,CR,tail-dependent,13.35159164,-2.244337554,-0.406103086,-0.606319785
YOR025W,HST3,TATA-containing,CR,tail-independent,13.27041162,-2.241912184,-1.043751222,-0.222373201
YJL153C,INO1,,CR,tail-dependent,13.26019125,-3.853492583,-2.650197196,-2.126475471
YER081W,SER3,TATA-containing,CR,tail-independent,13.19920193,0.214288134,1.480453407,-0.312747412
YIL121W,QDR2,TATA-containing,CR,tail-dependent,13.04604743,-4.291093545,-0.406152087,-0.210452283
