gene,gene_name,TATA,class,tail-dependence,expression,Spt7,Taf13,Med15
YBR039W,ATP3,TATA-less,TFIID,tail-independent,29.93234845,-0.755679316,-1.865382409,-0.036478104
YGL167C,PMR1,TATA-less,TFIID,tail-independent,29.93099906,-1.084977453,-2.083483268,-0.003161774
YHR068W,DYS1,TATA-less,TFIID,tail-independent,29.91989727,-1.382216065,-2.298635842,0.102472554
YBR207W,FTH1,TATA-less,TFIID,tail-independent,29.89451592,-1.304484812,-2.230307455,0.078959335
YER125W,RSP5,,TFIID,tail-independent,29.88634121,-1.531528198,-2.191915524,-0.163105698
YDR303C,RSC3,TATA-less,TFIID,tail-independent,29.88174403,-1.261704603,-1.905710398,0.073063462
YGL092W,NUP145,TATA-less,TFIID,tail-independent,29.85195052,-1.376252309,-2.230829472,0.036416851
YJL123C,MTC1,TATA-less,TFIID,tail-independent,29.84080108,-1.234081985,-2.514707424,0.120844708
YOL097C,WRS1,TATA-less,TFIID,tail-independent,29.83480523,-1.257686126,-2.984849966,0.289102388
YOR362C,PRE10,TATA-less,TFIID,tail-independent,29.83227185,-1.806039142,-2.425297221,-0.048005068
YKL007W,CAP1,TATA-less,TFIID,tail-independent,29.81272296,-0.992993754,-2.052570277,-0.069939662
YHR066W,SSF1,TATA-less,TFIID,tail-independent,29.81185695,-1.415758617,-2.406322186,0.274940684
YGR119C,NUP57,TATA-less,TFIID,tail-independent,29.78057218,-1.106967096,-1.823732501,-0.036298695
YDR324C,UTP4,TATA-less,TFIID,tail-independent,29.77987145,-1.355547175,-2.809835328,0.437674321
YGL202W,ARO8,TATA-less,TFIID,tail-independent,29.77786612,-1.483331559,-2.310490498,0.307595967
YDR322C-A,TIM11,TATA-containing,TFIID,tail-independent,29.76432233,-0.395815623,-2.187782668,0.227766705
YKL195W,MIA40,TATA-less,TFIID,tail-independent,29.75356481,-1.385316909,-2.099821327,-0.088079158
YDR052C,DBF4,TATA-less,TFIID,tail-independent,29.75302163,-1.285303691,-2.0901098,0.118853894
YDR245W,MNN10,TATA-less,TFIID,tail-independent,29.74276607,-1.359306994,-2.281297264,0.001905554
YMR083W,ADH3,TATA-containing,TFIID,tail-independent,29.68765544,-1.08193341,-2.308850422,-0.08251238
YBR172C,SMY2,TATA-less,TFIID,tail-independent,29.67230654,-1.07765859,-1.865433935,0.123570933
YJR137C,MET5,,TFIID,tail-independent,29.66993405,-0.030925083,0.055805545,-0.079475712
YML053C,YML053C,TATA-less,TFIID,tail-independent,29.65846816,-1.132020833,-2.082290669,0.066374603
YDL100C,GET3,TATA-less,TFIID,tail-independent,29.58053745,-0.977519272,-2.310163835,0.014288006
YLR208W,SEC13,TATA-less,TFIID,tail-independent,29.57138095,-1.025375212,-1.929086722,0.029690344
YDR145W,TAF12,TATA-less,TFIID,tail-independent,29.56545293,-0.964013677,-2.024495761,0.131935477
YDR412W,RRP17,TATA-less,TFIID,tail-independent,29.51295785,-1.232786044,-2.651882,0.42788502
YHR098C,SFB3,TATA-less,TFIID,tail-independent,29.50559464,-1.425017036,-2.710496569,-0.077107926
YGR284C,ERV29,,TFIID,tail-independent,29.48690142,-1.157924701,-2.680260064,0.141240002
YML117W,NAB6,TATA-less,TFIID,tail-independent,29.46302935,-1.365334612,-2.251203833,-0.139235224
YIL109C,SEC24,TATA-less,TFIID,tail-independent,29.46043436,-1.515613579,-2.304990208,-0.130420669
YOR182C,RPS30B,TATA-less,TFIID,tail-independent,29.44628,-1.462134261,-2.289400584,0.134856622
YML072C,TCB3,TATA-less,TFIID,tail-independent,29.41801497,-1.592494337,-2.513188092,-0.13664245
YDR208W,MSS4,TATA-less,TFIID,tail-independent,29.3102523,-1.231858034,-2.163276028,-0.029052482
YLR403W,SFP1,,TFIID,tail-independent,29.29063964,-1.247031656,-1.696708441,-0.188817837
YNL302C,RPS19B,TATA-less,TFIID,tail-independent,29.28685194,-1.582178316,-2.473455727,0.090287343
YOR058C,ASE1,TATA-less,TFIID,tail-independent,29.25275316,0.096629032,-1.563155466,0.11476323
YDR251W,PAM1,TATA-less,TFIID,tail-independent,29.23409753,-1.366427886,-2.295129909,-0.158972709
YDR361C,BCP1,TATA-less,TFIID,tail-independent,29.23290532,-1.41999545,-2.645429098,0.408689237
YDR170C,SEC7,TATA-less,TFIID,tail-independent,29.21840412,-1.242482951,-2.253857899,-0.033074214
YHR023W,MYO1,TATA-less,TFIID,tail-independent,29.21813834,-1.134948013,-2.769486631,0.111299123
YPL218W,SAR1,TATA-less,TFIID,tail-independent,29.21709958,-0.970942105,-2.270951952,0.126753988
YLR309C,IMH1,TATA-less,TFIID,tail-independent,29.20440515,-0.451247401,-2.195720995,0.14804858
YHR010W,RPL27A,TATA-less,TFIID,tail-independent,29.13680927,-1.516594104,-2.280102773,0.124118672
YLR192C,HCR1,TATA-less,TFIID,tail-independent,29.10040835,-1.333811682,-2.923698468,0.248475254
YDL004W,ATP16,TATA-less,TFIID,tail-independent,29.07958041,-0.78119101,-2.499711927,0.128672657
YJR002W,MPP10,TATA-less,TFIID,tail-independent,29.07700944,-1.340301628,-2.323953147,0.336188788
YMR033W,ARP9,TATA-containing,TFIID,tail-independent,29.05709639,-1.001022876,-1.592873646,0.034991657
YNL247W,YNL247W,TATA-less,TFIID,tail-independent,29.05152739,-1.474277074,-2.011446866,0.256334484
YGL026C,TRP5,TATA-less,TFIID,tail-independent,29.03525803,-0.873772057,-2.136399736,0.459896032
YCR002C,CDC10,TATA-less,TFIID,tail-independent,29.03235458,-0.868809834,-2.256934372,-0.022994891
YLR435W,TSR2,TATA-less,TFIID,tail-independent,29.0037223,-1.016395764,-2.667057755,0.559045126
YDL015C,TSC13,TATA-less,TFIID,tail-independent,28.97679421,-1.542682249,-2.493516815,0.0110719
YDR457W,TOM1,TATA-less,TFIID,tail-independent,28.97204867,-0.946220387,-1.648242865,-0.054991619
YKL135C,APL2,TATA-less,TFIID,tail-independent,28.97154015,-0.828809977,-2.028866227,0.058534616
YKL142W,MRP8,TATA-less,TFIID,tail-independent,28.92610847,-1.543652741,-2.241617218,0.08927061
YJR065C,ARP3,TATA-less,TFIID,tail-independent,28.92084757,-1.347908015,-1.947007764,-0.062015233
YDL051W,LHP1,TATA-less,TFIID,tail-independent,28.88834466,-1.171488904,-2.675772793,0.296149506
YLR129W,DIP2,TATA-less,TFIID,tail-independent,28.88273527,-1.397533012,-2.481491481,0.298427393
YKL014C,URB1,TATA-less,TFIID,tail-independent,28.87329947,-1.270625308,-2.086329504,0.32543191
YJL039C,NUP192,TATA-less,TFIID,tail-independent,28.82147972,-1.286863907,-2.038606397,-0.03883498
YJL122W,ALB1,TATA-less,TFIID,tail-independent,28.80939895,-1.548870789,-2.854708165,0.349023548
YGL070C,RPB9,TATA-less,TFIID,tail-independent,28.76179705,-1.251653811,-1.89518715,0.227484355
YLL051C,FRE6,TATA-less,TFIID,tail-independent,28.75556915,-1.763611617,-1.83682079,0.079071571
YER180C-A,SLO1,TATA-less,TFIID,tail-independent,28.73504914,-1.11341429,-2.50461862,0.01171198
YDL161W,ENT1,TATA-less,TFIID,tail-independent,28.70404499,-1.127263517,-2.164771795,0.065399028
YKL077W,YKL077W,TATA-less,TFIID,tail-independent,28.67734164,-1.205899203,-2.518412265,0.22866019
YLR170C,APS1,TATA-less,TFIID,tail-independent,28.67179209,-1.107267728,-2.570562881,0.089156875
YMR216C,SKY1,TATA-less,TFIID,tail-independent,28.64284513,-1.495969918,-2.008393755,-0.192906715
YLR223C,IFH1,TATA-less,TFIID,tail-independent,28.61960163,-1.014175588,-1.81394736,0.163222293
YNL271C,BNI1,TATA-less,TFIID,tail-independent,28.61196644,-1.289493137,-2.233833448,-0.008876652
YGL225W,VRG4,TATA-containing,TFIID,tail-independent,28.60877407,-1.494490917,-1.966531036,-0.114756918
YLR206W,ENT2,TATA-less,TFIID,tail-independent,28.60003744,-1.278077664,-1.838068574,-0.028026912
YER117W,RPL23B,TATA-less,TFIID,tail-independent,28.59962529,-1.604229594,-2.46952302,0.212620837
YNR035C,ARC35,TATA-less,TFIID,tail-independent,28.59261632,-1.329238735,-2.185024924,-0.050210791
YOR187W,TUF1,TATA-less,TFIID,tail-independent,28.51494074,-0.881178829,-2.575404561,-0.014137818
YMR109W,MYO5,TATA-less,TFIID,tail-independent,28.51123663,-1.24253728,-1.938561509,-0.069074406
YNL213C,RRG9,TATA-less,TFIID,tail-independent,28.5066279,-1.108539329,-1.430846591,0.059507471
YOL038W,PRE6,TATA-less,TFIID,tail-independent,28.48699815,-1.557422763,-1.757863886,-0.062488875
YER161C,SPT2,TATA-less,TFIID,tail-independent,28.44389614,-1.149576314,-2.079679618,0.026273694
YJL179W,PFD1,,TFIID,tail-independent,28.43179206,-0.77180781,-2.461737497,0.425838031
YLL048C,YBT1,TATA-containing,TFIID,tail-independent,28.41633537,-1.131133593,-1.97538205,0.168321061
YDR300C,PRO1,TATA-less,TFIID,tail-independent,28.39971357,-1.220294182,-2.274931298,0.179124219
YPR133C,SPN1,TATA-containing,TFIID,tail-independent,28.37514735,-1.07561853,-1.680660566,0.100682315
YOL076W,MDM20,TATA-less,TFIID,tail-independent,28.21330794,-1.516818718,-1.860795075,0.009045707
YPR173C,VPS4,TATA-less,TFIID,tail-independent,28.21315659,-1.30965013,-2.09349246,0.061958025
YIL128W,MET18,TATA-less,TFIID,tail-independent,28.16001238,-0.690745242,-1.914076573,0.019977961
YLR378C,SEC61,TATA-less,TFIID,tail-independent,28.15797216,-1.649484422,-2.645494685,-0.196142522
YKR001C,VPS1,TATA-less,TFIID,tail-independent,28.13941185,-1.400664815,-2.007767947,-0.052571043
YHR081W,LRP1,TATA-less,TFIID,tail-independent,28.11245265,-1.118550714,-2.348882038,0.248378074
YNL175C,NOP13,TATA-less,TFIID,tail-independent,28.10627274,-1.568386891,-3.134716927,0.484709895
YFR009W,GCN20,TATA-less,TFIID,tail-independent,28.10103638,-1.448828284,-2.573210495,0.050191283
YGL068W,MNP1,TATA-less,TFIID,tail-independent,28.01806668,-1.489265476,-2.002773274,0.102543685
YBR112C,CYC8,TATA-less,TFIID,tail-independent,28.01750388,-1.695031595,-2.65040418,-0.165835099
YMR080C,NAM7,TATA-less,TFIID,tail-independent,28.00141012,-1.142154855,-2.099304594,0.105270582
YGR214W,RPS0A,TATA-less,TFIID,tail-independent,27.99935465,-1.571110854,-2.329687201,0.121657511
YPR029C,APL4,TATA-less,TFIID,tail-independent,27.96504182,-0.997374834,-1.955699871,-0.049871515
YER086W,ILV1,TATA-less,TFIID,tail-independent,27.92728074,-0.633964123,-2.21144858,0.382681974
YMR200W,ROT1,TATA-containing,TFIID,tail-independent,27.91450384,-0.742944205,-2.087707685,0.002489552
YDR432W,NPL3,TATA-less,TFIID,tail-independent,27.91044623,-1.753211442,-1.700241956,-0.008146738
YCR035C,RRP43,TATA-less,TFIID,tail-independent,27.89891786,-1.103498791,-2.273322439,0.144365106
YLR250W,SSP120,TATA-less,TFIID,tail-independent,27.88481641,-0.998762137,-2.681585299,0.111085448
YKR035W-A,DID2,TATA-less,TFIID,tail-independent,27.88479669,-1.251462071,-2.260106186,0.039068351
YIL027C,EMC5,TATA-less,TFIID,tail-independent,27.87858343,-0.610436218,-2.059344489,0.211975805
YCR016W,YCR016W,TATA-less,TFIID,tail-independent,27.84509849,-1.198590347,-2.551548316,0.265619131
YGR271C-A,EFG1,,TFIID,tail-independent,27.84284464,-0.96049799,-2.355599931,0.389380881
YDL121C,YDL121C,TATA-less,TFIID,tail-independent,27.84135047,-0.780075475,-2.51418854,0.276903709
YPR148C,YPR148C,TATA-less,TFIID,tail-independent,27.81590473,-0.925490343,-2.981237995,0.195813763
YLR330W,CHS5,TATA-less,TFIID,tail-independent,27.77795582,-1.28103716,-2.209779788,-0.065393059
YLR222C,UTP13,TATA-less,TFIID,tail-independent,27.75506631,-1.234693989,-2.397099309,0.346789126
YDR510W,SMT3,TATA-less,TFIID,tail-independent,27.73706,-1.737080843,-2.656717645,-0.042638335
YIL040W,APQ12,TATA-less,TFIID,tail-independent,27.7276831,-0.976855312,-2.844318447,0.142516678
YDL002C,NHP10,TATA-less,TFIID,tail-independent,27.71440679,-1.290958511,-2.536983554,0.202300759
YDL099W,BUG1,,TFIID,tail-independent,27.66895183,-1.114487061,-2.159882358,0.075863497
YDR339C,FCF1,TATA-less,TFIID,tail-independent,27.66435972,-1.328391465,-2.045840837,0.335078413
YML069W,POB3,TATA-less,TFIID,tail-independent,27.63559731,-0.909193217,-1.956287761,0.014417549
YML010W,SPT5,TATA-less,TFIID,tail-independent,27.62430744,-1.196907096,-1.992184314,-0.004065426
YLL009C,COX17,TATA-less,TFIID,tail-independent,27.6173205,-0.564851389,-2.125385361,0.311567176
YEL015W,EDC3,TATA-less,TFIID,tail-independent,27.60808196,-0.895363178,-1.906835518,0.111184322
YLL008W,DRS1,TATA-less,TFIID,tail-independent,27.59548578,-1.315806388,-2.625548871,0.379210886
YBR173C,UMP1,TATA-less,TFIID,tail-independent,27.58878081,-1.212336844,-1.917821596,0.115072918
YIL130W,ASG1,TATA-less,TFIID,tail-independent,27.52476995,-1.28009259,-2.177419857,0.101098493
YGR083C,GCD2,TATA-less,TFIID,tail-independent,27.50714643,-1.203668761,-2.305515926,0.132774802
YIL074C,SER33,,TFIID,tail-independent,27.42403713,-1.124075136,-0.891937407,0.037982551
YJR064W,CCT5,TATA-less,TFIID,tail-independent,27.39620393,-1.422971092,-2.049417846,0.057082628
YOR239W,ABP140,,TFIID,tail-independent,27.36367489,-1.105753572,-2.332581086,-0.023899753
YMR049C,ERB1,TATA-less,TFIID,tail-independent,27.3597437,-1.362147303,-2.66282845,0.378562605
YNL186W,UBP10,TATA-less,TFIID,tail-independent,27.30107712,-1.56228317,-2.77043535,0.162327741
YGR105W,VMA21,TATA-less,TFIID,tail-independent,27.25690119,-1.020997798,-2.382893416,0.157671844
YPL010W,RET3,TATA-less,TFIID,tail-independent,27.24155518,-0.827539296,-2.161723719,-0.101493231
YPR112C,MRD1,TATA-containing,TFIID,tail-independent,27.21852041,-1.276446344,-2.384710383,0.508282734
YBR248C,HIS7,TATA-less,TFIID,tail-independent,27.20502288,-0.940551051,-1.941594948,0.636091759
YNL077W,APJ1,TATA-less,TFIID,tail-independent,27.20479797,-1.490869583,-1.964523981,0.400932826
YOR020W-A,YOR020W-A,TATA-less,TFIID,tail-independent,27.20431773,-1.403678132,-2.898023534,0.037744338
YPL032C,SVL3,TATA-less,TFIID,tail-independent,27.19540166,-2.04423329,-3.008858804,-0.196066937
YDL225W,SHS1,TATA-less,TFIID,tail-independent,27.18978301,-1.006780145,-2.153844217,0.039874501
YKL212W,SAC1,TATA-less,TFIID,tail-independent,27.15388222,-1.184989546,-2.349535001,0.100233967
YMR290C,HAS1,TATA-less,TFIID,tail-independent,27.15183168,-1.648638307,-2.829256883,0.316465598
YJR090C,GRR1,TATA-less,TFIID,tail-independent,27.1249405,-1.185604467,-1.568908262,0.035927281
YHR088W,RPF1,TATA-less,TFIID,tail-independent,27.09952397,-1.37353234,-2.370417915,0.408207221
YIL036W,CST6,TATA-less,TFIID,tail-independent,27.04213484,-0.958504155,-1.885172022,0.166781105
YBL105C,PKC1,TATA-less,TFIID,tail-independent,27.03685069,-0.846138096,-1.799675293,0.015667239
YJR044C,VPS55,TATA-less,TFIID,tail-independent,27.03285059,-1.141518067,-2.353175651,0.020742161
YOR158W,PET123,TATA-less,TFIID,tail-independent,26.99323108,-1.229596743,-1.996748298,0.054318591
YKL175W,ZRT3,TATA-less,TFIID,tail-dependent,26.99090556,-1.553273745,-1.260706252,-0.540376645
YGL086W,MAD1,TATA-less,TFIID,tail-independent,26.98674239,-1.145757012,-1.837160003,0.049763425
YER105C,NUP157,TATA-containing,TFIID,tail-independent,26.98131103,-1.014226901,-2.030706859,0.046928639
YEL022W,GEA2,TATA-less,TFIID,tail-independent,26.9593323,-1.008754635,-1.990583565,-0.066611837
YBR017C,KAP104,TATA-less,TFIID,tail-independent,26.95341766,-1.307333721,-2.169555401,0.116590404
YPR144C,NOC4,TATA-less,TFIID,tail-independent,26.92911894,-1.525861424,-2.73140297,0.390238638
YBR171W,SEC66,,TFIID,tail-independent,26.92372894,-1.267704346,-2.364855002,0.094656366
YDL088C,ASM4,TATA-less,TFIID,tail-independent,26.89913684,-0.909500837,-1.443615087,0.264905303
YEL002C,WBP1,TATA-less,TFIID,tail-independent,26.85750426,-1.104696378,-2.380552743,-0.03668676
YHR039C-A,VMA10,TATA-less,TFIID,tail-independent,26.81581193,-1.361369475,-2.539546916,0.113770803
YNL123W,NMA111,TATA-less,TFIID,tail-independent,26.80526409,-1.28672891,-2.204758868,0.165032205
YIL144W,NDC80,TATA-less,TFIID,tail-independent,26.78177537,-1.00290995,-1.6412482,-0.184915687
YFL034C-A,RPL22B,TATA-less,TFIID,tail-independent,26.75577573,-1.04204901,-2.07199527,0.221748217
YNL177C,MRPL22,TATA-less,TFIID,tail-independent,26.69277474,-1.144653976,-2.034683963,0.071226522
YPR048W,TAH18,TATA-less,TFIID,tail-independent,26.65580881,-1.255961552,-1.515560593,0.811110438
YPL217C,BMS1,,TFIID,tail-independent,26.6528324,-1.292546766,-2.636316181,0.407538789
YLR200W,YKE2,,TFIID,tail-independent,26.65058445,-1.015429971,-2.404457139,0.174784201
YJL076W,NET1,TATA-less,TFIID,tail-independent,26.58533418,-1.167889326,-2.247992834,-0.152846134
YER056C-A,RPL34A,TATA-less,TFIID,tail-independent,26.57805586,-1.693632319,-3.080380333,0.179766695
YLR163C,MAS1,TATA-less,TFIID,tail-independent,26.53868826,-1.30904697,-1.994711954,0.349145813
YLR022C,SDO1,,TFIID,tail-independent,26.51614119,-1.081527957,-3.059330922,0.399066053
YER068W,MOT2,TATA-less,TFIID,tail-independent,26.51437047,-1.163729226,-1.937179572,0.11254336
YPR060C,ARO7,TATA-less,TFIID,tail-independent,26.50355935,-1.402763042,-2.650415577,0.364540134
YHL020C,OPI1,TATA-less,TFIID,tail-independent,26.48753657,-1.286549933,-2.179640267,-0.109069278
YDL005C,MED2,TATA-less,TFIID,tail-independent,26.47524796,-0.910670586,-2.356457767,0.183936786
YIL105C,SLM1,,TFIID,tail-independent,26.47266823,-1.266011078,-1.566585091,0.179924117
YMR010W,YMR010W,TATA-less,TFIID,tail-independent,26.47146683,-1.018014027,-2.301307502,-0.026809231
YAL029C,MYO4,TATA-less,TFIID,tail-independent,26.45372082,-1.157779304,-2.54663424,0.041779848
YGR009C,SEC9,TATA-containing,TFIID,tail-independent,26.43304929,-1.029504666,-1.581962893,-0.113636573
YOL028C,YAP7,TATA-less,TFIID,tail-independent,26.38363582,-1.154151965,-1.303133021,0.443149205
YIL076W,SEC28,TATA-less,TFIID,tail-independent,26.37645083,-1.296564131,-2.247936151,0.077713629
YBL058W,SHP1,TATA-containing,TFIID,tail-independent,26.34994806,-1.320834509,-1.801728728,-0.005566872
YBR047W,FMP23,,TFIID,tail-independent,26.34332628,-0.973971305,-2.762654116,0.902660701
YOL036W,YOL036W,TATA-less,TFIID,tail-independent,26.31402628,-0.969013931,-1.49087968,0.041129999
YER050C,RSM18,TATA-less,TFIID,tail-independent,26.31289734,-0.846106755,-1.867039527,0.012289952
YCR084C,TUP1,TATA-less,TFIID,tail-independent,26.3030384,-1.577569516,-2.50901709,-0.156074192
YOL064C,MET22,TATA-less,TFIID,tail-independent,26.29307682,0.11661707,-2.309404169,0.546868059
YPR101W,SNT309,TATA-containing,TFIID,tail-independent,26.23564105,-0.812418053,-1.292722148,0.105011559
YLR229C,CDC42,TATA-less,TFIID,tail-independent,26.20837494,-1.468522378,-2.689513588,0.155771256
YJR070C,LIA1,TATA-less,TFIID,tail-independent,26.1828478,-1.72763884,-2.391155928,0.245127596
YPR168W,NUT2,TATA-less,TFIID,tail-independent,26.177801,-0.569623151,-2.313822936,0.288709592
YLR287C,YLR287C,TATA-less,TFIID,tail-independent,26.17541816,-1.16789413,-2.315526988,0.315662402
YKL032C,IXR1,,TFIID,tail-independent,26.15451578,-0.924172904,-2.755160738,-0.157608693
YGR233C,PHO81,TATA-less,TFIID,tail-independent,26.11890623,-2.607673452,-2.291065744,-0.171496223
YDR354W,TRP4,TATA-less,TFIID,tail-independent,26.10989569,-0.518622356,-2.15824853,0.319091533
YKR016W,MIC60,TATA-less,TFIID,tail-independent,26.03165498,-0.869434848,-2.301310159,0.0690589
YGL071W,AFT1,TATA-less,TFIID,tail-independent,26.02629357,-1.313396431,-1.388038431,-0.303655954
YER094C,PUP3,TATA-less,TFIID,tail-independent,25.95904346,-1.532439472,-2.137655829,0.013568644
YDL065C,PEX19,TATA-less,TFIID,tail-independent,25.95682697,-0.632921315,-1.850358126,0.263406762
YOR141C,ARP8,TATA-less,TFIID,tail-independent,25.95603617,-0.808577273,-2.047101718,0.118565727
YER120W,SCS2,TATA-less,TFIID,tail-independent,25.88428722,-1.679579357,-2.441684902,-0.115117602
YOR045W,TOM6,TATA-less,TFIID,tail-independent,25.8765277,-1.085095547,-2.651319042,0.006357496
YKR068C,BET3,TATA-less,TFIID,tail-independent,25.8597179,-1.067513372,-2.186128431,0.101319275
YDL155W,CLB3,TATA-less,TFIID,tail-independent,25.83784377,-1.147045026,-2.255529367,0.079529246
YOR116C,RPO31,TATA-less,TFIID,tail-independent,25.82171772,-1.213477974,-2.576693836,0.139494174
YJL166W,QCR8,TATA-less,TFIID,tail-independent,25.81015911,-0.670079657,-2.00539751,0.385758783
YDL106C,PHO2,TATA-less,TFIID,tail-independent,25.80892219,-1.081033882,-1.500610368,-0.047155497
YER151C,UBP3,TATA-less,TFIID,tail-independent,25.80091708,-1.465611112,-2.419801752,-0.052792335
YDR525W-A,SNA2,TATA-less,TFIID,tail-independent,25.799937,-0.644070834,-2.855382754,-0.033795196
YBR164C,ARL1,TATA-containing,TFIID,tail-independent,25.72080682,-0.672319288,-2.115808395,0.07077014
YDR129C,SAC6,TATA-less,TFIID,tail-independent,25.64577917,-1.405459517,-2.320626416,-0.100438228
YDL190C,UFD2,TATA-less,TFIID,tail-independent,25.64284603,-0.618598053,-1.760106764,-0.009531276
YDR449C,UTP6,TATA-less,TFIID,tail-independent,25.64243584,-1.022406475,-1.734425542,0.333759062
YMR091C,NPL6,,TFIID,tail-independent,25.62841275,-0.954634258,-2.200576943,0.07257776
YDR356W,SPC110,,TFIID,tail-independent,25.59736711,-1.069040638,-2.224694064,-0.131730277
YDR266C,HEL2,TATA-less,TFIID,tail-independent,25.58448188,-1.245854738,-2.285292269,0.226602574
YEL055C,POL5,,TFIID,tail-independent,25.57594172,-1.363185241,-3.019308372,0.262579503
YGL120C,PRP43,TATA-less,TFIID,tail-independent,25.57071335,-1.809037261,-2.547846315,0.274379843
YMR014W,BUD22,TATA-less,TFIID,tail-independent,25.55912063,-1.153914229,-2.437117534,0.477701534
YKR043C,SHB17,TATA-less,TFIID,tail-independent,25.54355106,-0.968703488,-2.406473731,0.333500577
YDR292C,SRP101,TATA-less,TFIID,tail-independent,25.54170845,-0.806243749,-2.316024009,0.009278462
YDR165W,TRM82,TATA-less,TFIID,tail-independent,25.47786574,-1.292698525,-2.778799325,0.360560167
YDR188W,CCT6,TATA-less,TFIID,tail-independent,25.45971633,-1.660587243,-2.6522038,-0.110124591
YLR335W,NUP2,TATA-less,TFIID,tail-independent,25.45553761,-1.397621974,-2.902717145,-0.003591861
YNL243W,SLA2,TATA-containing,TFIID,tail-independent,25.40892882,-1.240764613,-2.33308092,-0.094260542
YOR195W,SLK19,TATA-less,TFIID,tail-independent,25.40478455,-1.010992353,-1.818417423,-0.061180405
YBR198C,TAF5,TATA-less,TFIID,tail-independent,25.39598477,-0.885423789,-1.845366011,-0.075383085
YNL267W,PIK1,TATA-less,TFIID,tail-independent,25.36960189,-1.141850432,-2.189726793,0.055287014
YPR086W,SUA7,TATA-less,TFIID,tail-independent,25.3408331,-1.132088778,-1.451348056,0.10249167
YLL011W,SOF1,TATA-less,TFIID,tail-independent,25.31163996,-1.308209866,-2.198428083,0.238114349
YPR167C,MET16,TATA-containing,TFIID,tail-independent,25.30870772,-0.340634794,-0.147664555,0.689659879
YLR083C,EMP70,TATA-less,TFIID,tail-independent,25.29488117,-1.294844291,-2.462361704,0.222330741
YPL129W,TAF14,TATA-less,TFIID,tail-independent,25.28115641,-0.939826749,-1.921118739,0.013170159
YGR089W,NNF2,TATA-less,TFIID,tail-independent,25.26110069,-0.898311721,-1.582412748,-0.015215046
YOR281C,PLP2,,TFIID,tail-independent,25.25459343,-1.315303558,-2.507532596,0.132606016
YOL061W,PRS5,TATA-less,TFIID,tail-independent,25.24936442,-1.302109883,-2.666005487,0.044757657
YGR026W,YGR026W,,TFIID,tail-independent,25.23521516,-1.453140819,-2.395187452,0.055382974
YMR197C,VTI1,TATA-less,TFIID,tail-independent,25.22222655,-0.778580315,-1.745757225,-0.003870844
YGR061C,ADE6,TATA-less,TFIID,tail-independent,25.21704969,-1.285721266,-2.475450296,-0.036372084
YOR061W,CKA2,TATA-containing,TFIID,tail-independent,25.2102991,-1.186308937,-2.473225454,0.174938679
YML018C,YML018C,TATA-less,TFIID,tail-independent,25.20805103,-1.030293354,-2.053694789,0.155443852
YNR061C,YNR061C,TATA-less,TFIID,tail-independent,25.18909038,-1.455976329,-2.699519631,0.215389034
YLR436C,ECM30,TATA-less,TFIID,tail-independent,25.17127337,-1.133312638,-2.42373262,-0.041199449
YDR186C,YDR186C,TATA-less,TFIID,tail-independent,25.1496068,-0.87340379,-1.588735277,0.01566823
YNL059C,ARP5,TATA-less,TFIID,tail-independent,25.14917296,-0.924307356,-2.019187648,0.038955661
YGL115W,SNF4,TATA-less,TFIID,tail-independent,25.14717916,-1.471458179,-2.118008062,-0.096302138
YCL035C,GRX1,TATA-containing,TFIID,tail-independent,25.14338397,-1.414650385,-1.632608956,0.086355992
YNL103W,MET4,TATA-less,TFIID,tail-independent,25.11988957,-0.850790941,-1.945493152,0.122704547
YBR247C,ENP1,TATA-less,TFIID,tail-independent,25.11958332,-1.309774569,-2.954201811,0.575525049
YDL224C,WHI4,TATA-less,TFIID,tail-independent,25.11642348,-1.147887661,-1.60668337,-0.157054559
YPL009C,RQC2,,TFIID,tail-independent,25.10900799,-1.183036141,-2.318384605,0.070837022
YNL032W,SIW14,TATA-less,TFIID,tail-independent,25.10332116,-0.931165033,-2.694499448,0.302833481
YDR101C,ARX1,TATA-less,TFIID,tail-independent,25.10276449,-1.660814055,-2.555086092,0.320937271
YER019C-A,SBH2,TATA-less,TFIID,tail-independent,25.10030244,-1.354641381,-2.157912267,0.103639125
YLR384C,IKI3,TATA-less,TFIID,tail-independent,25.09357195,-1.174890063,-2.187565275,0.312423639
YJR005W,APL1,TATA-less,TFIID,tail-independent,25.08976437,-0.903444023,-1.604981081,0.087035787
YOR147W,MDM32,TATA-less,TFIID,tail-independent,25.07879663,-0.745460498,-1.755119759,0.058253857
YAR002C-A,ERP1,TATA-less,TFIID,tail-independent,25.03340201,-0.990381759,-2.217687464,0.0341306
YIL052C,RPL34B,TATA-less,TFIID,tail-independent,25.01589185,-1.523758034,-2.596432739,0.13597214
YOR098C,NUP1,TATA-less,TFIID,tail-independent,25.01044106,-1.386277739,-2.114796488,0.070713809
YGL080W,MPC1,TATA-less,TFIID,tail-independent,24.99707009,-0.799310404,-2.170312917,0.147695644
YHL001W,RPL14B,TATA-less,TFIID,tail-independent,24.97600616,-1.440045528,-2.295330007,0.074726266
YLL010C,PSR1,TATA-less,TFIID,tail-independent,24.96829606,-1.260512564,-2.056270832,-0.053979407
YER048C,CAJ1,TATA-less,TFIID,tail-independent,24.95130943,-1.364720849,-2.754949982,0.082820995
